Request id,Pickup point,Status,Request timestamp,Request Date,Request hour,Time Slot,Drop timestamp
3355,Airport,Cancelled,13-07-2016 13:26,13-07-2016,13,Afternoon,NA
86,City,Cancelled,11-07-2016 04:51,11-07-2016,4,Early Morning,NA
550,City,Cancelled,11-07-2016 10:04,11-07-2016,10,Morning,NA
2275,City,Cancelled,12-07-2016 18:34,12-07-2016,18,Evening,NA
4399,City,Cancelled,14-07-2016 08:02,14-07-2016,8,Morning,NA
5598,City,Cancelled,15-07-2016 06:13,15-07-2016,6,Early Morning,NA
293,City,Cancelled,11-07-2016 07:07,11-07-2016,7,Early Morning,NA
355,City,Cancelled,11-07-2016 07:54,11-07-2016,7,Early Morning,NA
683,Airport,Cancelled,11-07-2016 13:40,11-07-2016,13,Afternoon,NA
1490,City,Cancelled,12-07-2016 05:21,12-07-2016,5,Early Morning,NA
1796,City,Cancelled,12-07-2016 09:06,12-07-2016,9,Morning,NA
4529,City,Cancelled,14-07-2016 09:30,14-07-2016,9,Morning,NA
4536,City,Cancelled,14-07-2016 09:39,14-07-2016,9,Morning,NA
433,City,Cancelled,11-07-2016 08:57,11-07-2016,8,Morning,NA
1607,City,Cancelled,12-07-2016 06:41,12-07-2016,6,Early Morning,NA
3189,City,Cancelled,13-07-2016 09:32,13-07-2016,9,Morning,NA
4128,City,Cancelled,14-07-2016 04:42,14-07-2016,4,Early Morning,NA
4197,City,Cancelled,14-07-2016 05:27,14-07-2016,5,Early Morning,NA
4524,City,Cancelled,14-07-2016 09:26,14-07-2016,9,Morning,NA
5871,City,Cancelled,15-07-2016 09:23,15-07-2016,9,Morning,NA
5912,City,Cancelled,15-07-2016 10:00,15-07-2016,10,Morning,NA
2466,Airport,Cancelled,12-07-2016 20:34,12-07-2016,20,Night,NA
2886,City,Cancelled,13-07-2016 06:01,13-07-2016,6,Early Morning,NA
5225,City,Cancelled,14-07-2016 21:06,14-07-2016,21,Night,NA
6505,City,Cancelled,15-07-2016 20:35,15-07-2016,20,Night,NA
2785,City,Cancelled,13-07-2016 04:50,13-07-2016,4,Early Morning,NA
2806,City,Cancelled,13-07-2016 05:00,13-07-2016,5,Early Morning,NA
4459,City,Cancelled,14-07-2016 08:37,14-07-2016,8,Morning,NA
5653,City,Cancelled,15-07-2016 06:58,15-07-2016,6,Early Morning,NA
1650,City,Cancelled,12-07-2016 07:14,12-07-2016,7,Early Morning,NA
3745,Airport,Cancelled,13-07-2016 20:27,13-07-2016,20,Night,NA
4796,Airport,Cancelled,14-07-2016 16:54,14-07-2016,16,Evening,NA
2119,City,Cancelled,12-07-2016 16:41,12-07-2016,16,Evening,NA
3013,City,Cancelled,13-07-2016 07:31,13-07-2016,7,Early Morning,NA
3126,City,Cancelled,13-07-2016 08:43,13-07-2016,8,Morning,NA
4235,City,Cancelled,14-07-2016 05:51,14-07-2016,5,Early Morning,NA
105,City,Cancelled,11-07-2016 04:58,11-07-2016,4,Early Morning,NA
1747,City,Cancelled,12-07-2016 08:27,12-07-2016,8,Morning,NA
4134,City,Cancelled,14-07-2016 04:45,14-07-2016,4,Early Morning,NA
217,City,Cancelled,11-07-2016 06:12,11-07-2016,6,Early Morning,NA
4478,City,Cancelled,14-07-2016 08:44,14-07-2016,8,Morning,NA
5248,City,Cancelled,14-07-2016 21:18,14-07-2016,21,Night,NA
6032,Airport,Cancelled,15-07-2016 13:00,15-07-2016,13,Afternoon,NA
4206,City,Cancelled,14-07-2016 05:34,14-07-2016,5,Early Morning,NA
4387,City,Cancelled,14-07-2016 07:54,14-07-2016,7,Early Morning,NA
113,City,Cancelled,11-07-2016 05:09,11-07-2016,5,Early Morning,NA
1558,City,Cancelled,12-07-2016 06:13,12-07-2016,6,Early Morning,NA
2180,Airport,Cancelled,12-07-2016 17:42,12-07-2016,17,Evening,NA
3661,Airport,Cancelled,13-07-2016 19:28,13-07-2016,19,Evening,NA
378,City,Cancelled,11-07-2016 08:08,11-07-2016,8,Morning,NA
790,Airport,Cancelled,11-07-2016 16:56,11-07-2016,16,Evening,NA
1700,City,Cancelled,12-07-2016 07:58,12-07-2016,7,Early Morning,NA
3788,Airport,Cancelled,13-07-2016 20:50,13-07-2016,20,Night,NA
480,City,Cancelled,11-07-2016 09:26,11-07-2016,9,Morning,NA
1632,City,Cancelled,12-07-2016 07:06,12-07-2016,7,Early Morning,NA
3101,City,Cancelled,13-07-2016 08:28,13-07-2016,8,Morning,NA
5706,City,Cancelled,15-07-2016 07:38,15-07-2016,7,Early Morning,NA
5772,City,Cancelled,15-07-2016 08:22,15-07-2016,8,Morning,NA
129,City,Cancelled,11-07-2016 05:10,11-07-2016,5,Early Morning,NA
3119,City,Cancelled,13-07-2016 08:35,13-07-2016,8,Morning,NA
3228,City,Cancelled,13-07-2016 09:58,13-07-2016,9,Morning,NA
1569,City,Cancelled,12-07-2016 06:21,12-07-2016,6,Early Morning,NA
1820,City,Cancelled,12-07-2016 09:24,12-07-2016,9,Morning,NA
1840,City,Cancelled,12-07-2016 09:37,12-07-2016,9,Morning,NA
4323,City,Cancelled,14-07-2016 07:00,14-07-2016,7,Early Morning,NA
4346,City,Cancelled,14-07-2016 07:21,14-07-2016,7,Early Morning,NA
5785,City,Cancelled,15-07-2016 08:32,15-07-2016,8,Morning,NA
6400,City,Cancelled,15-07-2016 19:18,15-07-2016,19,Evening,NA
224,City,Cancelled,11-07-2016 06:17,11-07-2016,6,Early Morning,NA
5913,City,Cancelled,15-07-2016 09:58,15-07-2016,9,Morning,NA
1833,City,Cancelled,12-07-2016 09:34,12-07-2016,9,Morning,NA
2902,City,Cancelled,13-07-2016 05:59,13-07-2016,5,Early Morning,NA
4239,City,Cancelled,14-07-2016 05:56,14-07-2016,5,Early Morning,NA
265,City,Cancelled,11-07-2016 06:47,11-07-2016,6,Early Morning,NA
833,Airport,Cancelled,11-07-2016 17:37,11-07-2016,17,Evening,NA
3249,City,Cancelled,13-07-2016 10:13,13-07-2016,10,Morning,NA
4226,City,Cancelled,14-07-2016 05:46,14-07-2016,5,Early Morning,NA
5867,City,Cancelled,15-07-2016 09:19,15-07-2016,9,Morning,NA
684,City,Cancelled,11-07-2016 13:32,11-07-2016,13,Afternoon,NA
718,City,Cancelled,11-07-2016 14:51,11-07-2016,14,Afternoon,NA
4145,City,Cancelled,14-07-2016 04:56,14-07-2016,4,Early Morning,NA
5489,City,Cancelled,15-07-2016 04:52,15-07-2016,4,Early Morning,NA
5651,City,Cancelled,15-07-2016 07:00,15-07-2016,7,Early Morning,NA
290,City,Cancelled,11-07-2016 07:13,11-07-2016,7,Early Morning,NA
1030,Airport,Cancelled,11-07-2016 19:14,11-07-2016,19,Evening,NA
3062,City,Cancelled,13-07-2016 07:50,13-07-2016,7,Early Morning,NA
5635,City,Cancelled,15-07-2016 06:43,15-07-2016,6,Early Morning,NA
5828,City,Cancelled,15-07-2016 09:00,15-07-2016,9,Morning,NA
2823,City,Cancelled,13-07-2016 05:15,13-07-2016,5,Early Morning,NA
4558,City,Cancelled,14-07-2016 09:51,14-07-2016,9,Morning,NA
5494,City,Cancelled,15-07-2016 04:56,15-07-2016,4,Early Morning,NA
5501,City,Cancelled,15-07-2016 05:07,15-07-2016,5,Early Morning,NA
526,City,Cancelled,11-07-2016 09:46,11-07-2016,9,Morning,NA
1887,City,Cancelled,12-07-2016 10:08,12-07-2016,10,Morning,NA
2944,City,Cancelled,13-07-2016 06:33,13-07-2016,6,Early Morning,NA
4413,City,Cancelled,14-07-2016 08:07,14-07-2016,8,Morning,NA
4420,City,Cancelled,14-07-2016 08:13,14-07-2016,8,Morning,NA
5486,City,Cancelled,15-07-2016 04:51,15-07-2016,4,Early Morning,NA
6010,City,Cancelled,15-07-2016 12:25,15-07-2016,12,Afternoon,NA
277,City,Cancelled,11-07-2016 06:59,11-07-2016,6,Early Morning,NA
2148,City,Cancelled,12-07-2016 17:22,12-07-2016,17,Evening,NA
2802,City,Cancelled,13-07-2016 04:51,13-07-2016,4,Early Morning,NA
4445,City,Cancelled,14-07-2016 08:36,14-07-2016,8,Morning,NA
546,City,Cancelled,11-07-2016 10:04,11-07-2016,10,Morning,NA
1115,Airport,Cancelled,11-07-2016 20:23,11-07-2016,20,Night,NA
3177,City,Cancelled,13-07-2016 09:13,13-07-2016,9,Morning,NA
5587,City,Cancelled,15-07-2016 05:58,15-07-2016,5,Early Morning,NA
5628,City,Cancelled,15-07-2016 06:34,15-07-2016,6,Early Morning,NA
6173,City,Cancelled,15-07-2016 16:45,15-07-2016,16,Evening,NA
383,City,Cancelled,11-07-2016 08:21,11-07-2016,8,Morning,NA
749,Airport,Cancelled,11-07-2016 15:48,11-07-2016,15,Afternoon,NA
5733,City,Cancelled,15-07-2016 07:51,15-07-2016,7,Early Morning,NA
18,City,Cancelled,11-07-2016 01:16,11-07-2016,1,Late Night,NA
2125,Airport,Cancelled,12-07-2016 16:52,12-07-2016,16,Evening,NA
5522,City,Cancelled,15-07-2016 05:21,15-07-2016,5,Early Morning,NA
5895,City,Cancelled,15-07-2016 09:49,15-07-2016,9,Morning,NA
192,City,Cancelled,11-07-2016 05:56,11-07-2016,5,Early Morning,NA
1469,City,Cancelled,12-07-2016 05:05,12-07-2016,5,Early Morning,NA
1486,City,Cancelled,12-07-2016 05:20,12-07-2016,5,Early Morning,NA
2971,City,Cancelled,13-07-2016 06:53,13-07-2016,6,Early Morning,NA
4331,City,Cancelled,14-07-2016 07:10,14-07-2016,7,Early Morning,NA
1739,City,Cancelled,12-07-2016 08:30,12-07-2016,8,Morning,NA
5679,City,Cancelled,15-07-2016 07:09,15-07-2016,7,Early Morning,NA
5750,City,Cancelled,15-07-2016 08:03,15-07-2016,8,Morning,NA
5856,City,Cancelled,15-07-2016 09:08,15-07-2016,9,Morning,NA
6033,Airport,Cancelled,15-07-2016 12:55,15-07-2016,12,Afternoon,NA
119,City,Cancelled,11-07-2016 05:10,11-07-2016,5,Early Morning,NA
641,City,Cancelled,11-07-2016 12:31,11-07-2016,12,Afternoon,NA
3144,City,Cancelled,13-07-2016 08:55,13-07-2016,8,Morning,NA
3404,Airport,Cancelled,13-07-2016 15:18,13-07-2016,15,Afternoon,NA
4185,City,Cancelled,14-07-2016 05:16,14-07-2016,5,Early Morning,NA
5918,City,Cancelled,15-07-2016 10:01,15-07-2016,10,Morning,NA
98,City,Cancelled,11-07-2016 04:58,11-07-2016,4,Early Morning,NA
1541,City,Cancelled,12-07-2016 06:04,12-07-2016,6,Early Morning,NA
2872,City,Cancelled,13-07-2016 05:41,13-07-2016,5,Early Morning,NA
3498,City,Cancelled,13-07-2016 17:36,13-07-2016,17,Evening,NA
5646,City,Cancelled,15-07-2016 06:52,15-07-2016,6,Early Morning,NA
5656,City,Cancelled,15-07-2016 06:54,15-07-2016,6,Early Morning,NA
130,City,Cancelled,11-07-2016 05:12,11-07-2016,5,Early Morning,NA
268,City,Cancelled,11-07-2016 06:52,11-07-2016,6,Early Morning,NA
644,Airport,Cancelled,11-07-2016 12:29,11-07-2016,12,Afternoon,NA
1572,City,Cancelled,12-07-2016 06:22,12-07-2016,6,Early Morning,NA
1619,City,Cancelled,12-07-2016 06:53,12-07-2016,6,Early Morning,NA
1668,City,Cancelled,12-07-2016 07:35,12-07-2016,7,Early Morning,NA
1707,City,Cancelled,12-07-2016 08:10,12-07-2016,8,Morning,NA
2113,Airport,Cancelled,12-07-2016 16:29,12-07-2016,16,Evening,NA
4581,City,Cancelled,14-07-2016 10:04,14-07-2016,10,Morning,NA
5626,City,Cancelled,15-07-2016 06:33,15-07-2016,6,Early Morning,NA
4255,City,Cancelled,14-07-2016 06:08,14-07-2016,6,Early Morning,NA
5794,City,Cancelled,15-07-2016 08:38,15-07-2016,8,Morning,NA
6103,Airport,Cancelled,15-07-2016 14:52,15-07-2016,14,Afternoon,NA
302,City,Cancelled,11-07-2016 07:17,11-07-2016,7,Early Morning,NA
1137,City,Cancelled,11-07-2016 20:32,11-07-2016,20,Night,NA
4304,City,Cancelled,14-07-2016 06:50,14-07-2016,6,Early Morning,NA
1702,City,Cancelled,12-07-2016 08:02,12-07-2016,8,Morning,NA
1762,City,Cancelled,12-07-2016 08:50,12-07-2016,8,Morning,NA
2373,Airport,Cancelled,12-07-2016 19:36,12-07-2016,19,Evening,NA
3005,City,Cancelled,13-07-2016 07:15,13-07-2016,7,Early Morning,NA
3131,City,Cancelled,13-07-2016 08:40,13-07-2016,8,Morning,NA
3883,Airport,Cancelled,13-07-2016 21:56,13-07-2016,21,Night,NA
6131,Airport,Cancelled,15-07-2016 15:38,15-07-2016,15,Afternoon,NA
6302,Airport,Cancelled,15-07-2016 18:29,15-07-2016,18,Evening,NA
6538,Airport,Cancelled,15-07-2016 20:54,15-07-2016,20,Night,NA
244,City,Cancelled,11-07-2016 06:31,11-07-2016,6,Early Morning,NA
1216,Airport,Cancelled,11-07-2016 21:32,11-07-2016,21,Night,NA
4154,City,Cancelled,14-07-2016 05:07,14-07-2016,5,Early Morning,NA
393,City,Cancelled,11-07-2016 08:27,11-07-2016,8,Morning,NA
419,City,Cancelled,11-07-2016 08:42,11-07-2016,8,Morning,NA
4311,City,Cancelled,14-07-2016 06:52,14-07-2016,6,Early Morning,NA
4404,City,Cancelled,14-07-2016 07:55,14-07-2016,7,Early Morning,NA
5675,City,Cancelled,15-07-2016 07:08,15-07-2016,7,Early Morning,NA
193,City,Cancelled,11-07-2016 05:58,11-07-2016,5,Early Morning,NA
1825,City,Cancelled,12-07-2016 09:35,12-07-2016,9,Morning,NA
3111,City,Cancelled,13-07-2016 08:31,13-07-2016,8,Morning,NA
4160,City,Cancelled,14-07-2016 05:05,14-07-2016,5,Early Morning,NA
2846,City,Cancelled,13-07-2016 05:24,13-07-2016,5,Early Morning,NA
3163,City,Cancelled,13-07-2016 09:04,13-07-2016,9,Morning,NA
3446,City,Cancelled,13-07-2016 16:39,13-07-2016,16,Evening,NA
4543,City,Cancelled,14-07-2016 09:36,14-07-2016,9,Morning,NA
4800,Airport,Cancelled,14-07-2016 16:59,14-07-2016,16,Evening,NA
107,City,Cancelled,11-07-2016 05:02,11-07-2016,5,Early Morning,NA
1594,City,Cancelled,12-07-2016 06:41,12-07-2016,6,Early Morning,NA
1791,City,Cancelled,12-07-2016 09:08,12-07-2016,9,Morning,NA
6050,City,Cancelled,15-07-2016 13:35,15-07-2016,13,Afternoon,NA
409,City,Cancelled,11-07-2016 08:34,11-07-2016,8,Morning,NA
3137,City,Cancelled,13-07-2016 08:52,13-07-2016,8,Morning,NA
4532,City,Cancelled,14-07-2016 09:35,14-07-2016,9,Morning,NA
5914,City,Cancelled,15-07-2016 09:58,15-07-2016,9,Morning,NA
5618,City,Cancelled,15-07-2016 06:25,15-07-2016,6,Early Morning,NA
5688,City,Cancelled,15-07-2016 07:24,15-07-2016,7,Early Morning,NA
6419,City,Cancelled,15-07-2016 19:47,15-07-2016,19,Evening,NA
711,City,Cancelled,11-07-2016 14:22,11-07-2016,14,Afternoon,NA
4415,City,Cancelled,14-07-2016 08:11,14-07-2016,8,Morning,NA
4544,City,Cancelled,14-07-2016 09:33,14-07-2016,9,Morning,NA
3173,City,Cancelled,13-07-2016 09:12,13-07-2016,9,Morning,NA
6262,Airport,Cancelled,15-07-2016 18:05,15-07-2016,18,Evening,NA
262,City,Cancelled,11-07-2016 06:41,11-07-2016,6,Early Morning,NA
529,City,Cancelled,11-07-2016 09:54,11-07-2016,9,Morning,NA
1537,City,Cancelled,12-07-2016 05:55,12-07-2016,5,Early Morning,NA
1788,City,Cancelled,12-07-2016 09:08,12-07-2016,9,Morning,NA
5816,City,Cancelled,15-07-2016 08:44,15-07-2016,8,Morning,NA
3260,City,Cancelled,13-07-2016 10:13,13-07-2016,10,Morning,NA
4008,City,Cancelled,13-07-2016 23:43,13-07-2016,23,Night,NA
4574,City,Cancelled,14-07-2016 09:53,14-07-2016,9,Morning,NA
1730,City,Cancelled,12-07-2016 08:25,12-07-2016,8,Morning,NA
2448,Airport,Cancelled,12-07-2016 20:26,12-07-2016,20,Night,NA
4570,City,Cancelled,14-07-2016 09:51,14-07-2016,9,Morning,NA
5529,City,Cancelled,15-07-2016 05:24,15-07-2016,5,Early Morning,NA
1506,City,Cancelled,12-07-2016 05:37,12-07-2016,5,Early Morning,NA
2651,City,Cancelled,12-07-2016 22:56,12-07-2016,22,Night,NA
3185,City,Cancelled,13-07-2016 09:24,13-07-2016,9,Morning,NA
3421,City,Cancelled,13-07-2016 15:42,13-07-2016,15,Afternoon,NA
291,City,Cancelled,11-07-2016 07:06,11-07-2016,7,Early Morning,NA
1669,City,Cancelled,12-07-2016 07:39,12-07-2016,7,Early Morning,NA
3974,City,Cancelled,13-07-2016 23:04,13-07-2016,23,Night,NA
4349,City,Cancelled,14-07-2016 07:18,14-07-2016,7,Early Morning,NA
4442,City,Cancelled,14-07-2016 08:33,14-07-2016,8,Morning,NA
5327,Airport,Cancelled,14-07-2016 22:12,14-07-2016,22,Night,NA
2929,City,Cancelled,13-07-2016 06:28,13-07-2016,6,Early Morning,NA
3186,City,Cancelled,13-07-2016 09:28,13-07-2016,9,Morning,NA
4211,City,Cancelled,14-07-2016 05:37,14-07-2016,5,Early Morning,NA
5273,Airport,Cancelled,14-07-2016 21:29,14-07-2016,21,Night,NA
6445,City,Cancelled,15-07-2016 20:01,15-07-2016,20,Night,NA
157,City,Cancelled,11-07-2016 05:38,11-07-2016,5,Early Morning,NA
2813,City,Cancelled,13-07-2016 05:06,13-07-2016,5,Early Morning,NA
3057,City,Cancelled,13-07-2016 07:50,13-07-2016,7,Early Morning,NA
4641,City,Cancelled,14-07-2016 11:39,14-07-2016,11,Morning,NA
5884,City,Cancelled,15-07-2016 09:36,15-07-2016,9,Morning,NA
1837,City,Cancelled,12-07-2016 09:36,12-07-2016,9,Morning,NA
4092,City,Cancelled,14-07-2016 02:55,14-07-2016,2,Late Night,NA
4222,City,Cancelled,14-07-2016 05:44,14-07-2016,5,Early Morning,NA
1509,City,Cancelled,12-07-2016 05:42,12-07-2016,5,Early Morning,NA
3194,City,Cancelled,13-07-2016 09:35,13-07-2016,9,Morning,NA
3541,Airport,Cancelled,13-07-2016 17:57,13-07-2016,17,Evening,NA
1365,City,Cancelled,11-07-2016 00:09,11-07-2016,0,Late Night,NA
1834,City,Cancelled,12-07-2016 09:33,12-07-2016,9,Morning,NA
4129,City,Cancelled,14-07-2016 04:42,14-07-2016,4,Early Morning,NA
4380,City,Cancelled,14-07-2016 07:47,14-07-2016,7,Early Morning,NA
4434,City,Cancelled,14-07-2016 08:27,14-07-2016,8,Morning,NA
5735,City,Cancelled,15-07-2016 07:47,15-07-2016,7,Early Morning,NA
6434,Airport,Cancelled,15-07-2016 19:49,15-07-2016,19,Evening,NA
623,Airport,Cancelled,11-07-2016 12:03,11-07-2016,12,Afternoon,NA
1521,City,Cancelled,12-07-2016 05:50,12-07-2016,5,Early Morning,NA
2771,City,Cancelled,13-07-2016 04:24,13-07-2016,4,Early Morning,NA
2873,City,Cancelled,13-07-2016 05:48,13-07-2016,5,Early Morning,NA
3320,Airport,Cancelled,13-07-2016 12:21,13-07-2016,12,Afternoon,NA
4571,City,Cancelled,14-07-2016 09:49,14-07-2016,9,Morning,NA
4600,City,Cancelled,14-07-2016 10:08,14-07-2016,10,Morning,NA
5341,City,Cancelled,14-07-2016 22:34,14-07-2016,22,Night,NA
2435,City,Cancelled,12-07-2016 20:11,12-07-2016,20,Night,NA
2919,City,Cancelled,13-07-2016 06:19,13-07-2016,6,Early Morning,NA
4712,City,Cancelled,14-07-2016 13:23,14-07-2016,13,Afternoon,NA
399,City,Cancelled,11-07-2016 08:25,11-07-2016,8,Morning,NA
2826,City,Cancelled,13-07-2016 05:13,13-07-2016,5,Early Morning,NA
3090,City,Cancelled,13-07-2016 08:13,13-07-2016,8,Morning,NA
4141,City,Cancelled,14-07-2016 04:46,14-07-2016,4,Early Morning,NA
5817,City,Cancelled,15-07-2016 08:46,15-07-2016,8,Morning,NA
1156,City,Cancelled,11-07-2016 20:46,11-07-2016,20,Night,NA
3155,City,Cancelled,13-07-2016 09:02,13-07-2016,9,Morning,NA
5821,City,Cancelled,15-07-2016 08:54,15-07-2016,8,Morning,NA
552,City,Cancelled,11-07-2016 10:07,11-07-2016,10,Morning,NA
589,Airport,Cancelled,11-07-2016 11:19,11-07-2016,11,Morning,NA
3218,City,Cancelled,13-07-2016 09:49,13-07-2016,9,Morning,NA
3287,City,Cancelled,13-07-2016 11:13,13-07-2016,11,Morning,NA
5557,City,Cancelled,15-07-2016 05:39,15-07-2016,5,Early Morning,NA
5874,City,Cancelled,15-07-2016 09:21,15-07-2016,9,Morning,NA
1117,Airport,Cancelled,11-07-2016 20:17,11-07-2016,20,Night,NA
2820,City,Cancelled,13-07-2016 05:14,13-07-2016,5,Early Morning,NA
3083,City,Cancelled,13-07-2016 08:16,13-07-2016,8,Morning,NA
185,City,Cancelled,11-07-2016 05:43,11-07-2016,5,Early Morning,NA
2922,City,Cancelled,13-07-2016 06:25,13-07-2016,6,Early Morning,NA
4379,City,Cancelled,14-07-2016 07:43,14-07-2016,7,Early Morning,NA
1846,City,Cancelled,12-07-2016 09:43,12-07-2016,9,Morning,NA
2778,Airport,Cancelled,13-07-2016 04:45,13-07-2016,4,Early Morning,NA
4161,City,Cancelled,14-07-2016 05:06,14-07-2016,5,Early Morning,NA
5702,City,Cancelled,15-07-2016 07:37,15-07-2016,7,Early Morning,NA
5808,City,Cancelled,15-07-2016 08:39,15-07-2016,8,Morning,NA
298,City,Cancelled,11-07-2016 07:15,11-07-2016,7,Early Morning,NA
4602,Airport,Cancelled,14-07-2016 10:13,14-07-2016,10,Morning,NA
5650,City,Cancelled,15-07-2016 06:59,15-07-2016,6,Early Morning,NA
508,City,Cancelled,11-07-2016 09:40,11-07-2016,9,Morning,NA
1419,City,Cancelled,12-07-2016 03:57,12-07-2016,3,Late Night,NA
3114,City,Cancelled,13-07-2016 08:38,13-07-2016,8,Morning,NA
309,City,Cancelled,11-07-2016 07:18,11-07-2016,7,Early Morning,NA
327,City,Cancelled,11-07-2016 07:33,11-07-2016,7,Early Morning,NA
1491,City,Cancelled,12-07-2016 05:36,12-07-2016,5,Early Morning,NA
4392,City,Cancelled,14-07-2016 07:56,14-07-2016,7,Early Morning,NA
5396,City,Cancelled,15-07-2016 00:54,15-07-2016,0,Late Night,NA
5767,City,Cancelled,15-07-2016 08:19,15-07-2016,8,Morning,NA
5498,City,Cancelled,15-07-2016 04:56,15-07-2016,4,Early Morning,NA
5755,City,Cancelled,15-07-2016 08:05,15-07-2016,8,Morning,NA
414,City,Cancelled,11-07-2016 08:41,11-07-2016,8,Morning,NA
1621,City,Cancelled,12-07-2016 06:56,12-07-2016,6,Early Morning,NA
5288,Airport,Cancelled,14-07-2016 21:42,14-07-2016,21,Night,NA
1778,City,Cancelled,12-07-2016 09:01,12-07-2016,9,Morning,NA
5266,Airport,Cancelled,14-07-2016 21:26,14-07-2016,21,Night,NA
5836,City,Cancelled,15-07-2016 09:02,15-07-2016,9,Morning,NA
115,City,Cancelled,11-07-2016 05:14,11-07-2016,5,Early Morning,NA
4655,City,Cancelled,14-07-2016 12:04,14-07-2016,12,Afternoon,NA
5590,City,Cancelled,15-07-2016 06:02,15-07-2016,6,Early Morning,NA
1784,City,Cancelled,12-07-2016 09:02,12-07-2016,9,Morning,NA
3123,City,Cancelled,13-07-2016 08:39,13-07-2016,8,Morning,NA
3330,City,Cancelled,13-07-2016 12:25,13-07-2016,12,Afternoon,NA
4376,City,Cancelled,14-07-2016 07:41,14-07-2016,7,Early Morning,NA
4540,City,Cancelled,14-07-2016 09:38,14-07-2016,9,Morning,NA
431,City,Cancelled,11-07-2016 08:56,11-07-2016,8,Morning,NA
1599,City,Cancelled,12-07-2016 06:39,12-07-2016,6,Early Morning,NA
1725,City,Cancelled,12-07-2016 08:17,12-07-2016,8,Morning,NA
4248,City,Cancelled,14-07-2016 06:02,14-07-2016,6,Early Morning,NA
133,City,Cancelled,11-07-2016 05:14,11-07-2016,5,Early Morning,NA
4170,City,Cancelled,14-07-2016 05:09,14-07-2016,5,Early Morning,NA
6057,Airport,Cancelled,15-07-2016 13:41,15-07-2016,13,Afternoon,NA
108,City,Cancelled,11-07-2016 05:09,11-07-2016,5,Early Morning,NA
1798,City,Cancelled,12-07-2016 09:10,12-07-2016,9,Morning,NA
1932,City,Cancelled,12-07-2016 11:13,12-07-2016,11,Morning,NA
5865,City,Cancelled,15-07-2016 09:18,15-07-2016,9,Morning,NA
5981,City,Cancelled,15-07-2016 11:40,15-07-2016,11,Morning,NA
363,City,Cancelled,11-07-2016 08:02,11-07-2016,8,Morning,NA
3153,City,Cancelled,13-07-2016 09:03,13-07-2016,9,Morning,NA
3196,City,Cancelled,13-07-2016 09:37,13-07-2016,9,Morning,NA
3214,City,Cancelled,13-07-2016 09:46,13-07-2016,9,Morning,NA
4171,City,Cancelled,14-07-2016 05:11,14-07-2016,5,Early Morning,NA
5824,City,Cancelled,15-07-2016 08:50,15-07-2016,8,Morning,NA
1866,City,Cancelled,12-07-2016 09:52,12-07-2016,9,Morning,NA
2958,City,Cancelled,13-07-2016 06:46,13-07-2016,6,Early Morning,NA
3181,Airport,Cancelled,13-07-2016 09:19,13-07-2016,9,Morning,NA
5833,City,Cancelled,15-07-2016 08:57,15-07-2016,8,Morning,NA
5873,City,Cancelled,15-07-2016 09:20,15-07-2016,9,Morning,NA
415,Airport,Cancelled,11-07-2016 08:37,11-07-2016,8,Morning,NA
4439,City,Cancelled,14-07-2016 08:27,14-07-2016,8,Morning,NA
5761,City,Cancelled,15-07-2016 08:18,15-07-2016,8,Morning,NA
490,City,Cancelled,11-07-2016 09:33,11-07-2016,9,Morning,NA
464,City,Cancelled,11-07-2016 09:14,11-07-2016,9,Morning,NA
725,Airport,Cancelled,11-07-2016 15:02,11-07-2016,15,Afternoon,NA
2418,Airport,Cancelled,12-07-2016 20:05,12-07-2016,20,Night,NA
4137,City,Cancelled,14-07-2016 04:48,14-07-2016,4,Early Morning,NA
780,Airport,Cancelled,11-07-2016 16:42,11-07-2016,16,Evening,NA
1601,City,Cancelled,12-07-2016 06:43,12-07-2016,6,Early Morning,NA
1831,Airport,Cancelled,12-07-2016 09:27,12-07-2016,9,Morning,NA
5545,City,Cancelled,15-07-2016 05:27,15-07-2016,5,Early Morning,NA
2782,City,Cancelled,13-07-2016 04:50,13-07-2016,4,Early Morning,NA
4202,City,Cancelled,14-07-2016 05:37,14-07-2016,5,Early Morning,NA
4253,City,Cancelled,14-07-2016 06:02,14-07-2016,6,Early Morning,NA
4669,City,Cancelled,14-07-2016 12:34,14-07-2016,12,Afternoon,NA
5694,City,Cancelled,15-07-2016 07:31,15-07-2016,7,Early Morning,NA
5707,City,Cancelled,15-07-2016 07:32,15-07-2016,7,Early Morning,NA
5795,City,Cancelled,15-07-2016 08:41,15-07-2016,8,Morning,NA
4203,City,Cancelled,14-07-2016 05:36,14-07-2016,5,Early Morning,NA
5928,City,Cancelled,15-07-2016 10:07,15-07-2016,10,Morning,NA
471,City,Cancelled,11-07-2016 09:22,11-07-2016,9,Morning,NA
4505,City,Cancelled,14-07-2016 09:09,14-07-2016,9,Morning,NA
5876,City,Cancelled,15-07-2016 09:27,15-07-2016,9,Morning,NA
332,City,Cancelled,11-07-2016 07:40,11-07-2016,7,Early Morning,NA
1734,City,Cancelled,12-07-2016 08:25,12-07-2016,8,Morning,NA
3202,City,Cancelled,13-07-2016 09:41,13-07-2016,9,Morning,NA
4232,City,Cancelled,14-07-2016 05:55,14-07-2016,5,Early Morning,NA
6608,Airport,Cancelled,15-07-2016 21:46,15-07-2016,21,Night,NA
1703,City,Cancelled,12-07-2016 08:05,12-07-2016,8,Morning,NA
